ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
710,2,Free State - Xhariep,0,0,Trompsburg,Southern Free State,FS - Bethulie,"-30.03061,25.779391",-30.030609,25.779391,R717,R717,01/13/2014,01/13/2014,0,Individual causes,11,Peaceful,0,5,Protesting football club owners in the southern Free State have threatened to boycott matches until the South African Football Association (Safa) overturns the expulsion of 15 members from the Xhariep region.
716,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Montecasino Boulevard,GP - Douglasdale,"-26.024567,28.012966",-26.024567,28.012965,Monte Casino Blvd,Witkoppen Road,01/13/2014,01/13/2014,0,Political causes,5,Peaceful,0,5,"Kathy Watson, spokesperson of Beauty Without Cruelty explained that the protest was against the cruelty behind the training of animals in circuses."
720,6,KwaZulu Natal - Nkandla,0,0,Nkandla,Nkandla Magistrates Court,KZN - Nkandla,"-28.622501,31.089063",-28.622501,31.089062,208 Ndlangubo Street,208 Ndlangubo Street,01/13/2014,01/13/2014,0,Political causes,5,Peaceful,0,5,"30 ANC supporters, including three minors, appearing in the Nkandla Magistrates Court in KZN. Many ANC members from the Musa Dladla region supported the suspects. They chanted slogans and songs outside court."
721,7,Mpumalanga - Thaba Chweu,0,1,Lydenburg,"Portion 39 of farm 31, Townlands of Lydenburg",MP - Lydenburg,"-25.089952,30.422588",-25.089952,30.422588,1st street,1st street,01/13/2014,01/13/2014,1,Service delivery,9,Violent,1,5,A totally out of control situation recently led to a court order after stands were illegally allocated and sold on land belonging to the municipality.
724,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Motherwell,EC - Motherwell,"-33.798639,25.575868",-33.798639,25.575868,Tyinira street,Ntsanyana Street,01/13/2014,01/13/2014,0,Vigilantism,7,Peaceful,0,5,"A naked old woman was found in Ntsanyana Street. Angry residents were taking cover after a lightning strike when they saw the gogo running. Some residents suspected that she was involved with evil deeds, residents almost necklace her , but some called police."
725,3,Gauteng - Ekurhuleni,1,0,Johannesburg,Phola Park - Thokoza,GP - Tokoza,"-26.362736,28.121823",-26.362736,28.121822,Vereeniging Rd,Rivett-Carnett St,01/13/2014,01/13/2014,1,Service delivery,9,Peaceful,0,3,"Furious residents invade vacant land. They believe houses that are rightfully theirs are occupied by people who shouldn’t be there. They have demarcated the land with rocks, securing space for themselves. This comes after the angry Phola Park residents, who registered for RDP houses in Eden Park, failed to get their houses."
736,3,Gauteng - West Rand,0,0,Johannesburg,Princess informal settlement - Roodepoort,GP - Roodepoort,"-26.162834,27.871099",-26.162834,27.871099,Randfontein Road,Albertina Sisulu Road,01/14/2014,01/17/2014,0,Service delivery,9,Violent,1,3,"Protest for better housing and service delivery, Residents said government was allowing town houses to be built on land meant for their RDP homes."
740,5,North West - Kgetlengrivier,0,0,Swartruggens,Skierlik,NW - Swartruggens,"-25.657001,26.675563",-25.657001,26.675563,Swartruggens Road,Swartruggens Road,01/14/2014,01/14/2014,0,Crime related,1,Peaceful,0,5,"Victims and survivors of the Skierlik massacre – in which four people, including a three-month-old child, were killed – snubbed a commemoration service held in their honour, accused the municipality of short-changing them since the tragedy happened."
747,2,Free State - Matjhabeng,0,0,Welkom,Thabong,FS - Thabong,"-27.969597,26.823396",-27.969597,26.823395,Rasofia Mokiri St,Constantia weg,01/14/2014,01/14/2014,0,Service delivery,9,Violent,1,3,"Seven young people from Welkom were arrested for disturbing the peace after they went on the rampage blockading roads and demanding jobs from the mines in that town.  They claimed that there were vacancies at the different mining companies in the area, including the Beatrix and Harmony mines, where they wanted to be employed.  They vowed to protest further if the mines employed people from outside Welkom. Several shops were looted in Thabong."
737,8,Limpopo - Polokwane,0,0,Polokwane,"Ntji Ga-Mothapo Primary  school - Ramogale village, Mankweng",LP - Polokwane,"-23.901042,29.705461",-23.901042,29.705461,R71,R71,01/15/2014,01/17/2014,1,Labour related,4,Peaceful,0,5,"Protesting parents would not allow their children to go to school. The parents insist their children will not return until three teachers are dismissed. They accused teachers of disrespecting them and undermining the principal, Ngoako Rapaledi."
738,6,KwaZulu Natal - eThekwini,1,0,Durban,Greytown,KZN - Pietermaritzburg,"-29.064085,30.593037",-29.064084,30.593036,Muden-Greytown road,Durban Street,01/15/2014,01/15/2014,1,Service delivery,9,Violent,1,3,"KwaZulu-Natal land claimants who threatened to evict a farm manager, hijacked a truck and blocked the road in a move to force the government to settle their 10-year-old claim to the farm."
739,9,Western Cape - City of Cape Town,1,0,Cape Town,Valhalla Park,WC - Bishop Lavis,"-33.953399,18.570915",-33.953398,18.570914,Robert Sobukwe Drive,Valhalla Dr,01/15/2014,01/17/2014,0,Service delivery,9,Violent,1,3,Police used a water canon and fired stun grenades to disperse angry Valhalla Park residents who shut down a busy main road on Wednesday to protest against poor service delivery.
742,3,Gauteng - City of Tshwane,1,0,Pretoria,Mabopane - Akasia and Kopanong,GP - Mabopane,"-25.499763,28.079839",-25.499763,28.079839,Mabopane Rd,Mabopane Rd,01/15/2014,01/15/2014,0,Service delivery,9,Violent,1,3,"Community members from an informal settlement  have blocked Metrorail railway lines to Mabopane with rocks, and burning tyres, and damaged Metrorail signaling equipment such as cables, signals and signal boxes. The protest is against service delivery-related issues."
749,6,KwaZulu Natal - UMgungundlovu,0,0,Pietermaritzburg,Jika Joe informal settlement,KZN - Pietermaritzburg,"-29.600252,30.379329",-29.600252,30.379328,Victoria road,Victoria road,01/15/2014,01/17/2014,0,Xenophobia,8,Violent,1,3,"About 50 of the foreigners were attacked by locals at the Jika Joe settlement following the death of a South African resident, Mzwakhe Kheswa, 24. Residents at the settlement, who blamed the foreigners for his death."
741,3,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve,GP - Soshanguve,"-25.52548,28.09383",-25.52548,28.09383,Commissioner street,Commissioner Street,01/16/2014,01/19/2014,1,Service delivery,9,Violent,1,3,"Residents of Soshanguve, north of Pretoria, protesting against being evicted from their RDP houses."
754,1,Eastern Cape - Cacadu,0,1,Somerset East,Dairybelle - Cookhouse,EC - Cookhouse,"-32.749998,25.807654",-32.749997,25.807653,N10,Church street,01/16/2014,01/22/2014,1,Labour related,4,Peaceful,0,5,"workers from unions FAWU and SACCAWU are on strike, they protest against a worker being called a “baboon” by the wife of a manager at the plant in October 2013."
743,6,KwaZulu Natal - eThekwini,1,0,Durban,Sankotshe village,KZN - Mpumalanga-Kzn,"-29.798459,30.591213",-29.798459,30.591213,A3606 Rd,Meyiwa Main Road,01/18/2014,01/18/2014,0,Vigilantism,7,Violent,1,5,"A police manhunt is under way for two suspects following the vigilante killing of five men, believed to be a gang. The dead men were wanted for a number of murders and armed robberies."
745,5,North West - Madibeng,0,0,Brits,Mothutlung,NW - Mothutlung,"-25.604766,27.886731",-25.604766,27.886731,R566,R566,01/18/2014,01/18/2014,1,Election related,3,Peaceful,0,5,ANC and EFF members clashed on Saturday at the funeral service of a protester who died during service delivery protests earlier this week.
748,3,Gauteng - West Rand,0,0,Johannesburg,"Lindhaven, Greenshank Villas - Princess informal settlement",GP - Roodepoort,"-26.145422,27.850292",-26.145422,27.850292,Albertina Sisulu Road,Cedar Street,01/18/2014,01/18/2014,1,Service delivery,9,Violent,1,3,"When residents who had taken to the streets to protest against poor service delivery turned on residents of flats and houses across the street from their settlement, stormed homes of Lindhaven families."
750,6,KwaZulu Natal - eThekwini,1,0,Durban,Durban CBD,KZN - Durban Central,"-29.856342,31.019381",-29.856342,31.01938,Denis Hurley (Queen) Street,Denis Hurley (Queen) Street,01/18/2014,01/18/2014,0,Service delivery,9,Violent,1,5,"An attempt by city authorities to force vagrants out of the CBD, resulted in one person being shot dead and nine others – including an 11-year-old orphan – being wounded. The homeless were allegedly shot by security guards."
744,7,Mpumalanga - Mbombela,0,0,Mbombela,Pienaar,MP - Pienaar,"-25.413741,31.175312",-25.413741,31.175312,Imvubu St,Imvubu St,01/19/2014,01/19/2014,0,Service delivery,9,Violent,1,5,Residents took to the streets regarding water shortages in the area and barricaded roads with stones and trees. One Mozambican national was arrested.
735,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha - Site B,WC - Khayelitsha,"-34.053242,18.695339",-34.053241,18.695339,Govan Mbeki Rd,Walter Sisulu Road,01/20/2014,01/20/2014,0,Service delivery,9,Peaceful,0,5,Khayelitsha residents protest about lack of jobs and the EPWP. They were protesting about job opportunities that were made available through to the Expanded Public Works Programme.
753,2,Free State - Masilonyana,0,0,Bloemfontein,Masilo - Theunissen,FS - Theunissen,"-28.417787,26.699563",-28.417787,26.699563,R30,Culemborg Ave,01/20/2014,01/22/2014,0,Labour related,4,Violent,1,5,The protests are allegedly linked to failed job opportunities at a nearby mine. The protesters blocked a main road in Masilo to disrupt traffic in town. More than 20 people have been arrested
756,3,Gauteng - West Rand,0,0,Johannesburg,Bekkersdal,GP - Westonaria,"-26.282084,27.703654",-26.282084,27.703654,Panya Pan street,Khomo Ea street,01/21/2014,01/22/2014,0,Service delivery,9,Peaceful,0,5,"Greater Westonaria Concerned Residents' Association said whites have stole their land. On Tuesday, more than 1 000 residents reportedly carried shovels and picks onto the land, which is owned by mining company Rand Uranium, to erect dwellings."
760,9,Western Cape - City of Cape Town,1,0,Cape Town,Barcelona informal settlement - Gugulethu,WC - Gugulethu,"-33.983296,18.566634",-33.983296,18.566634,NY 28,Steve Biko street,01/21/2014,01/22/2014,1,Service delivery,9,Violent,1,3,"City of Cape Town employees and contract cleaning staff were pelted with stones and faeces by angry residents, the issues are service delivery related."
755,5,North West - Madibeng,0,0,Brits,Hebron,NW - Hebron,"-25.633053,27.781971",-25.633053,27.78197,Van Velden St,Hendrik Verwoerd,01/22/2014,01/22/2014,0,Service delivery,9,Peaceful,0,5,"Residents handed over a memorandum of grievances at the Madibeng local municipality's offices in Brits, giving it 14 days to respond. Among their demands was the sacking of their ward councilor, who they accused of flaunting her wealth instead of attending to their needs, sporting facilities built in the township and collapsed bridges repaired."
757,3,Gauteng - West Rand,0,0,Roodepoort,Durban Deep,GP - Roodepoort,"-26.172453,27.873997",-26.172453,27.873996,Main Reef Road,Randfontein Road,01/23/2014,01/23/2014,1,Service delivery,9,Violent,1,3,"Residents say they protesting over the City of Joburg’s failed promise to build RDPs. Tshepo Babuseng, 28, was shot dead, allegedly by a policeman, during the protest, residents barricaded roads with stones and burning tyres over a lack of housing."
758,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Alexandra,GP - Alexandra,"-26.10964,28.095772",-26.109639,28.095772,Rooseveldt St,8th Ave,01/23/2014,01/23/2014,-1,Service delivery,9,Violent,1,5,"Protesters burn tires in Alexandra, residents have gathered at a local clinic protesting over apparent evictions."
759,5,North West - Rustenburg,0,0,Rustenburg,Marikana - Wonderkop stadium,NW - Marikana,"-25.668528,27.523406",-25.668527,27.523406,K4,K4,01/23/2014,02/05/2014,1,Labour related,4,Violent,1,3,"Some striking mineworkers were carrying sticks and sjamboks into the Wonderkop stadium in Marikana, the first day of a wage strike on platinum mines. Members of Amcu at Lonmin in Marikana, Anglo American Platinum (Amplats) and Impala Platinum's mines wanted an entry-level monthly salary of R12,500."
770,8,Limpopo - Greater Tzaneen,0,1,Tzaneen,Relela Village,LP - Relela Satelite,"-23.678407,30.326422",-23.678407,30.326422,R71,R71,01/24/2014,01/31/2014,1,Crime related,1,Violent,1,3,The protest was sparked by community fury after the discovery of the mutilated body of Kgomotso Rakgolane. Two community members were killed after shots were fired outside a satellite police station in the area. About 1 500 violent protesters armed with petrol bombs and stones attacked the police at the station.
765,6,KwaZulu Natal - eThekwini,1,0,Durban,Pinetown - Lord William Charles Pub - Mariannhill Toll Plaza,KZN - Durban Central,"-29.822877,30.879219",-29.822876,30.879218,81 Stapleton Rd,Old Main Road,01/25/2014,01/25/2014,1,Transport related,6,Peaceful,0,3,"Bikers Against Toll Roads (BAT) protest ride, protesting against the R8.50 fee they are charged to pass the toll and this time they were joined by Cars Against Tolls (CAT) and a truck."
775,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Majazane, Grasmere",GP - De Deur,"-26.426271,27.861391",-26.426271,27.861391,6th Ave,N1,01/26/2014,01/26/2014,0,Vigilantism,7,Violent,1,5,"People from Majazane, Grasmere caught a 23-year-old man, a nyaope addict, who had allegedly broken into a shack and stolen a DVD player and a Navigator GPS unit. desperate for his next nyaope hit, he started selling the stolen items, angry community members cornered him and started beating him"
762,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"University of Johannesburg, Kingsway campus",GP - Brixton,"-26.184672,27.997345",-26.184671,27.997344,Ripley Rd,Kingsway ave,01/27/2014,01/31/2014,1,Education related,2,Violent,1,3,Students protest over the lack of funds from the National Student Financial Aid Scheme (NSFAS).
